"property-thumbnail-summary-link href","property-thumbnail-summary-link src","btn","description","price","category","address","address 2","cac","sdb"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/9629295","https://mspublic.centris.ca/media.ashx?id=ADDD250DEBE041CDDDDDDDDDDE&t=pi&w=320&h=240&sm=c","24","9629295","449 000 $","Condo à vendre","285, Place D'Youville, app. 29","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/24165443","https://mspublic.centris.ca/media.ashx?id=ADDD250DEAA4E0ADDDDDDDDDDD&t=pi&w=320&h=240&sm=c","4","24165443","385 000 $","Condo à vendre","1190, Rue MacKay, app. 1205","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/23111306","https://mspublic.centris.ca/media.ashx?id=ADDD250DE23DFE1DDDDDDDDDDA&t=pi&w=320&h=240&sm=c","20","23111306","407 819 $","Condo à vendre","1, Avenue Viger Ouest, app. 612","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ahuntsic-cartierville/11038290","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB87CCDDDDDDDDDDDD&t=pi&w=320&h=240&sm=c","15","11038290","358 000 $","Condo à vendre","10140, Rue Lauraine-Vaillancourt, app. 104","Montréal (Ahuntsic-Cartierville)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/25735630","https://mspublic.centris.ca/media.ashx?id=ADDD250DEA9BE63DDDDDDDDDD0&t=pi&w=320&h=240&sm=c","22","25735630","425 000 $","Condo à vendre","365, Rue Saint-André, app. 919","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/18806954","https://mspublic.centris.ca/media.ashx?id=ADDD250DEF4666BDDDDDDDDDD2&t=pi&w=320&h=240&sm=c","25","18806954","465 000 $","Condo à vendre","334, Rue Notre-Dame Est, app. 401","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-plateau-mont-royal/10453382","https://mspublic.centris.ca/media.ashx?id=ADDD250DEEBB42BDDDDDDDDDD4&t=pi&w=320&h=240&sm=c","23","10453382","399 000 $","Condo à vendre","333, Rue Sherbrooke Est, app. M2-413","Montréal (Le Plateau-Mont-Royal)","1","1"
"https://www.centris.ca/fr/loft-studio~a-vendre~montreal-lachine/14012867","https://mspublic.centris.ca/media.ashx?id=ADDD250DE0E5652DDDDDDDDDD0&t=pi&w=320&h=240&sm=c","32","14012867","398 000 $","Loft / Studio à vendre","745, 1re Avenue, app. 110","Montréal (Lachine)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/19579910","https://mspublic.centris.ca/media.ashx?id=ADDD250DEE711E9DDDDDDDDDD0&t=pi&w=320&h=240&sm=c","22","19579910","539 000 $","Condo à vendre ou à louer","2100, boulevard Saint-Laurent, app. 607","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ahuntsic-cartierville/23980447","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB68CCEDDDDDDDDDDB&t=pi&w=320&h=240&sm=c","20","23980447","384 900 $","Condo à vendre","8540, Rue Raymond-Pelletier, app. 406","Montréal (Ahuntsic-Cartierville)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-sud-ouest/28928430","https://mspublic.centris.ca/media.ashx?id=ADDD250DEA60EEADDDDDDDDDDF&t=pi&w=320&h=240&sm=c","33","28928430","365 000 $","Condo à vendre","400, Rue de l'Inspecteur, app. 121","Montréal (Le Sud-Ouest)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-sud-ouest/10187145","https://mspublic.centris.ca/media.ashx?id=ADDD250DEE1E8CBDDDDDDDDDDB&t=pi&w=320&h=240&sm=c","13","10187145","399 000 $","Condo à vendre","190, Rue Murray, app. 217","Montréal (Le Sud-Ouest)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-cote-des-neiges-notre-dame-de-grace/9939581","https://mspublic.centris.ca/media.ashx?id=ADDD250DE22B12DDDDDDDDDDDA&t=pi&w=320&h=240&sm=c","38","9939581","380 000 $","Condo à vendre","5265, Avenue de Courtrai, app. 406","Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/17257474","https://mspublic.centris.ca/media.ashx?id=ADDD250DEBCE61ADDDDDDDDDDC&t=pi&w=320&h=240&sm=c","14","17257474","331 500 $","Condo à vendre","3465, Chemin de la Côte-des-Neiges, app. 44","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/17978403","https://mspublic.centris.ca/media.ashx?id=ADDD250DE017BE2DDDDDDDDDD1&t=pi&w=320&h=240&sm=c","42","17978403","429 000 $","Condo à vendre","1830, Rue Panet, app. 214","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-verdun-ile-des-soeurs/21776178","https://mspublic.centris.ca/media.ashx?id=ADDD250DEFDF426DDDDDDDDDD2&t=pi&w=320&h=240&sm=c","21","21776178","389 000 $","Condo à vendre","3028, boulevard LaSalle, app. C","Montréal (Verdun/Île-des-Soeurs)","1","1"
"https://www.centris.ca/fr/loft-studio~a-vendre~montreal-ville-marie/13478597","https://mspublic.centris.ca/media.ashx?id=ADDD250DEBD827FDDDDDDDDDDC&t=pi&w=320&h=240&sm=c","12","13478597","405 000 $","Loft / Studio à vendre","1155, Rue de la Montagne, app. 2802","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/21825392","https://mspublic.centris.ca/media.ashx?id=ADDD250DEEF55DBDDDDDDDDDD4&t=pi&w=320&h=240&sm=c","24","21825392","412 000 $","Condo à vendre","628, Rue Saint-Jacques, app. 807","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/28916883","https://mspublic.centris.ca/media.ashx?id=ADDD250DEA8E53DDDDDDDDDDD0&t=pi&w=320&h=240&sm=c","21","28916883","289 999 $","Condo à vendre","1390, Rue du Fort, app. 1501","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-plateau-mont-royal/11270369","https://mspublic.centris.ca/media.ashx?id=ADDD250DE055D76DDDDDDDDDDB&t=pi&w=320&h=240&sm=c","18","11270369","325 000 $","Condo à vendre","3535, Avenue Papineau, app. 801","Montréal (Le Plateau-Mont-Royal)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-mercier-hochelaga-maisonneuve/19752830","https://mspublic.centris.ca/media.ashx?id=ADDD250DEA687E4DDDDDDDDDDF&t=pi&w=320&h=240&sm=c","21","19752830","322 500 $","Condo à vendre","4750, Rue Joseph-A.-Rodier, app. 202","Montréal (Mercier/Hochelaga-Maisonneuve)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-cote-des-neiges-notre-dame-de-grace/12671041","https://mspublic.centris.ca/media.ashx?id=ADDD250DEFD2575DDDDDDDDDD1&t=pi&w=320&h=240&sm=c","21","12671041","329 000 $","Condo à vendre","5150, Rue Buchan, app. 4202","Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/28754722","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB1FBAEDDDDDDDDDDE&t=pi&w=320&h=240&sm=c","27","28754722","625 000 $","Condo à vendre","1200, boulevard De Maisonneuve Ouest, app. 3C","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-mercier-hochelaga-maisonneuve/26247838","https://mspublic.centris.ca/media.ashx?id=ADDD250DE088A5EDDDDDDDDDD1&t=pi&w=320&h=240&sm=c","18","26247838","384 900 $","Condo à vendre","5605, Avenue Pierre-De Coubertin, app. 309","Montréal (Mercier/Hochelaga-Maisonneuve)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-saint-laurent/9082875","https://mspublic.centris.ca/media.ashx?id=ADDD250DEFC65B3DDDDDDDDDD4&t=pi&w=320&h=240&sm=c","20","9082875","340 000 $","Condo à vendre","945, Rue Muir, app. 103","Montréal (Saint-Laurent)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/13726507","https://mspublic.centris.ca/media.ashx?id=ADDD250DE2BFF08DDDDDDDDDD1&t=pi&w=320&h=240&sm=c","12","13726507","561 000 $","Condo à vendre","1300, boulevard René-Lévesque Ouest, app. 3007","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-saint-laurent/22796367","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB5C5D3DDDDDDDDDD4&t=pi&w=320&h=240&sm=c","23","22796367","429 900 $","Condo à vendre","3000, boulevard Thimens, app. 811","Montréal (Saint-Laurent)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-rosemont-la-petite-patrie/14599193","https://mspublic.centris.ca/media.ashx?id=ADDD250DE04FEA4DDDDDDDDDDF&t=pi&w=320&h=240&sm=c","11","14599193","425 000 $","Condo à vendre","3322, Rue Masson, app. 302","Montréal (Rosemont/La Petite-Patrie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/24693098","https://mspublic.centris.ca/media.ashx?id=ADDD250DEAD90D7DDDDDDDDDDB&t=pi&w=320&h=240&sm=c","14","24693098","425 000 $","Condo à vendre","1, boulevard De Maisonneuve Ouest, app. 820","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/17436646","https://mspublic.centris.ca/media.ashx?id=ADDD250DEFEAABDDDDDDDDDDD4&t=pi&w=320&h=240&sm=c","20","17436646","339 000 $","Condo à vendre","925, boulevard René-Lévesque Est, app. 603","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-saint-leonard/12212247","https://mspublic.centris.ca/media.ashx?id=ADDD250DEA7FEFADDDDDDDDDD4&t=pi&w=320&h=240&sm=c","13","12212247","380 000 $","Condo à vendre","5840, Rue Jarry Est, app. 408","Montréal (Saint-Léonard)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-lasalle/20590230","https://mspublic.centris.ca/media.ashx?id=ADDD250DE486075DDDDDDDDDDA&t=pi&w=320&h=240&sm=c","16","20590230","330 506 $","Condo à vendre","7070, boulevard Newman, app. 710","Montréal (LaSalle)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/19899315","https://mspublic.centris.ca/media.ashx?id=ADDD250DE15FE1EDDDDDDDDDDD&t=pi&w=320&h=240&sm=c","11","19899315","695 000 $","Condo à vendre","1300, boulevard René-Lévesque Ouest, app. 3407","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-sud-ouest/17230702","https://mspublic.centris.ca/media.ashx?id=ADDD250DECF2295DDDDDDDDDDA&t=pi&w=320&h=240&sm=c","12","17230702","439 500 $","Condo à vendre","1485, Rue des Bassins, app. 824","Montréal (Le Sud-Ouest)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/26338183","https://mspublic.centris.ca/media.ashx?id=ADDD250DEA4E14CDDDDDDDDDDB&t=pi&w=320&h=240&sm=c","32","26338183","425 000 $","Condo à vendre","1239, Rue Drummond, app. 1804","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/24895212","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB2596ADDDDDDDDDDA&t=pi&w=320&h=240&sm=c","33","24895212","419 000 $","Condo à vendre","628, Rue Saint-Jacques, app. 1409","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/triplex~a-vendre~montreal-montreal-nord/11869943","https://mspublic.centris.ca/media.ashx?id=ADDD250DEA61104DDDDDDDDDD0&t=pi&w=320&h=240&sm=c","36","11869943","1 150 000 $","Triplex à vendre","10881 - 10885, Avenue du Parc-Georges","Montréal (Montréal-Nord)","1","1"
"https://www.centris.ca/fr/maison~a-vendre~montreal-anjou/20733005","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB9C6DADDDDDDDDDDA&t=pi&w=320&h=240&sm=c","39","20733005","499 000 $","Maison à vendre","8210, boulevard Yves-Prévost","Montréal (Anjou)","1","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/18002971","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB88D53DDDDDDDDDD1&t=pi&w=320&h=240&sm=c","9","18002971","529 000 $","Condo à vendre","1288, Rue Saint-Antoine Ouest, app. 3009","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/15070728","https://mspublic.centris.ca/media.ashx?id=ADDD250DE0F9F64DDDDDDDDDDE&t=pi&w=320&h=240&sm=c","22","15070728","349 000 $","Condo à vendre","2180, Rue Sainte-Catherine Est, app. 633","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-plateau-mont-royal/24548339","https://mspublic.centris.ca/media.ashx?id=ADDD250DEBC0676DDDDDDDDDDD&t=pi&w=320&h=240&sm=c","42","24548339","589 000 $","Condo à vendre","182, Avenue Laurier Est, app. 4","Montréal (Le Plateau-Mont-Royal)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-sud-ouest/23960153","https://mspublic.centris.ca/media.ashx?id=ADDD250DEFC0FE6DDDDDDDDDDC&t=pi&w=320&h=240&sm=c","29","23960153","409 000 $","Condo à vendre","1642, Rue Mullins, app. 103","Montréal (Le Sud-Ouest)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/28178586","https://mspublic.centris.ca/media.ashx?id=ADDD250DEBED738DDDDDDDDDD0&t=pi&w=320&h=240&sm=c","51","28178586","464 900 $","Condo à vendre","329, Rue Notre-Dame Est, app. 325","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-sud-ouest/14417242","https://mspublic.centris.ca/media.ashx?id=ADDD250DE08826EDDDDDDDDDDF&t=pi&w=320&h=240&sm=c","27","14417242","499 000 $","Condo à vendre","190, Rue Murray, app. 1314","Montréal (Le Sud-Ouest)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/24678147","https://mspublic.centris.ca/media.ashx?id=ADDD250DE06E75EDDDDDDDDDD0&t=pi&w=320&h=240&sm=c","13","24678147","399 000 $","Condo à vendre","1414, Rue Chomedey, app. 761","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/triplex~a-vendre~montreal-villeray-saint-michel-parc-extension/22379396","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB61711DDDDDDDDDDD&t=pi&w=320&h=240&sm=c","37","22379396","995 000 $","Triplex à vendre","4192 - 4196, Rue des Prairies","Montréal (Villeray/Saint-Michel/Parc-Extension)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-pierrefonds-roxboro/26097630","https://mspublic.centris.ca/media.ashx?id=ADDD250DEBCB5D8DDDDDDDDDDA&t=pi&w=320&h=240&sm=c","19","26097630","339 000 $","Condo à vendre","5211, Rue du Sureau, app. 105","Montréal (Pierrefonds-Roxboro)","1","1"
"https://www.centris.ca/fr/quadruplex~a-vendre~montreal-ville-marie/14075286","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB27F08DDDDDDDDDD1&t=pi&w=320&h=240&sm=c","20","14075286","895 000 $","Quadruplex à vendre","1473 - 1479, Rue D'Iberville","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/13898204","https://mspublic.centris.ca/media.ashx?id=ADDD250DE090CC6DDDDDDDDDDD&t=pi&w=320&h=240&sm=c","19","13898204","520 000 $","Condo à vendre","1210, Rue Jeanne-Mance, app. 5815","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/13410659","https://mspublic.centris.ca/media.ashx?id=ADDD250DEF47BE8DDDDDDDDDDB&t=pi&w=320&h=240&sm=c","18","13410659","598 888 $","Condo à vendre","1188, Rue Saint-Antoine Ouest, app. 4901","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/loft-studio~a-vendre~montreal-ville-marie/11190602","https://mspublic.centris.ca/media.ashx?id=ADDD250DEF2594FDDDDDDDDDDD&t=pi&w=320&h=240&sm=c","10","11190602","329 000 $","Loft / Studio à vendre","1400, boulevard René-Lévesque Ouest, app. 2405","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/28607113","https://mspublic.centris.ca/media.ashx?id=ADDD250DEF16EFDDDDDDDDDDDC&t=pi&w=320&h=240&sm=c","31","28607113","529 000 $","Condo à vendre","1400, boulevard René-Lévesque Ouest, app. 2006","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/12911504","https://mspublic.centris.ca/media.ashx?id=ADDD250DEF409B2DDDDDDDDDDE&t=pi&w=320&h=240&sm=c","26","12911504","399 000 $","Condo à vendre","1200, Rue Saint-Alexandre, app. 119","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/28224930","https://mspublic.centris.ca/media.ashx?id=ADDD250DE02FF0CDDDDDDDDDD0&t=pi&w=320&h=240&sm=c","21","28224930","468 000 $","Condo à vendre","204, Rue de l'Hôpital, app. 204","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-sud-ouest/10407280","https://mspublic.centris.ca/media.ashx?id=ADDD250DEFC8BD4DDDDDDDDDDB&t=pi&w=320&h=240&sm=c","30","10407280","484 000 $","Condo à vendre","1500, Rue des Bassins, app. 527","Montréal (Le Sud-Ouest)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/25159959","https://mspublic.centris.ca/media.ashx?id=ADDD250DEF46DA6DDDDDDDDDDF&t=pi&w=320&h=240&sm=c","24","25159959","283 000 $","Condo à vendre","2300, Rue Tupper, app. 1206","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-cote-des-neiges-notre-dame-de-grace/28917090","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB2EBAADDDDDDDDDDC&t=pi&w=320&h=240&sm=c","17","28917090","349 000 $","Condo à vendre","5025, Rue Paré, app. 209","Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/14669682","https://mspublic.centris.ca/media.ashx?id=ADDD250DEA58359DDDDDDDDDD1&t=pi&w=320&h=240&sm=c","30","14669682","399 900 $","Condo à vendre","1182, Rue Crescent, app. 705","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-rosemont-la-petite-patrie/23653480","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB2856BDDDDDDDDDD0&t=pi&w=320&h=240&sm=c","19","23653480","379 000 $","Condo à vendre","6272, Avenue De Gaspé","Montréal (Rosemont/La Petite-Patrie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/14375591","https://mspublic.centris.ca/media.ashx?id=ADDD250DEA29331DDDDDDDDDDA&t=pi&w=320&h=240&sm=c","34","14375591","750 000 $","Condo à vendre","244, Rue Sherbrooke Est, app. 318","Montréal (Ville-Marie)","1","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/19105780","https://mspublic.centris.ca/media.ashx?id=ADDD250DEF241E4DDDDDDDDDDD&t=pi&w=320&h=240&sm=c","19","19105780","468 000 $","Condo à vendre","1800, boulevard René-Lévesque Ouest, app. 1207","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-sud-ouest/10207497","https://mspublic.centris.ca/media.ashx?id=ADDD250DEF16D55DDDDDDDDDD4&t=pi&w=320&h=240&sm=c","22","10207497","429 000 $","Condo à vendre","2260, Rue Notre-Dame Ouest, app. 102","Montréal (Le Sud-Ouest)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-sud-ouest/15366044","https://mspublic.centris.ca/media.ashx?id=ADDD250DEAC25EEDDDDDDDDDD4&t=pi&w=320&h=240&sm=c","41","15366044","519 900 $","Condo à vendre","1015, Rue William, app. 106","Montréal (Le Sud-Ouest)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/24169866","https://mspublic.centris.ca/media.ashx?id=ADDD250DEEA93DFDDDDDDDDDDA&t=pi&w=320&h=240&sm=c","16","24169866","324 900 $","Condo à vendre","2660, Rue Ontario Est, app. 213","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-villeray-saint-michel-parc-extension/17429102","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB34760DDDDDDDDDDA&t=pi&w=320&h=240&sm=c","20","17429102","264 900 $","Condo à vendre","7371, 17e Avenue, app. 2","Montréal (Villeray/Saint-Michel/Parc-Extension)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/17881070","https://mspublic.centris.ca/media.ashx?id=ADDD250DEBB97B8DDDDDDDDDDA&t=pi&w=320&h=240&sm=c","26","17881070","550 000 $","Condo à vendre","1, boulevard De Maisonneuve Ouest, app. 2120","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/10296268","https://mspublic.centris.ca/media.ashx?id=ADDD250DE0BDB49DDDDDDDDDD1&t=pi&w=320&h=240&sm=c","19","10296268","375 000 $","Condo à vendre","1050, Avenue Amesbury, app. 1026","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-sud-ouest/22703166","https://mspublic.centris.ca/media.ashx?id=ADDD250DEAB4A1FDDDDDDDDDDD&t=pi&w=320&h=240&sm=c","22","22703166","325 000 $","Condo à vendre","100, Rue Murray, app. 1805","Montréal (Le Sud-Ouest)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/14989342","https://mspublic.centris.ca/media.ashx?id=ADDD250DEE8F3BADDDDDDDDDD2&t=pi&w=320&h=240&sm=c","22","14989342","567 900 $","Condo à vendre","109, Rue Charlotte, app. 604","Montréal (Ville-Marie)","1","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-rosemont-la-petite-patrie/27725962","https://mspublic.centris.ca/media.ashx?id=ADDD250DE0849AADDDDDDDDDDC&t=pi&w=320&h=240&sm=c","15","27725962","449 000 $","Condo à vendre","6566, boulevard Saint-Laurent, app. 202","Montréal (Rosemont/La Petite-Patrie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-sud-ouest/11532192","https://mspublic.centris.ca/media.ashx?id=ADDD250DEA0ABEEDDDDDDDDDDE&t=pi&w=320&h=240&sm=c","20","11532192","399 900 $","Condo à vendre","1010, Rue William, app. 412","Montréal (Le Sud-Ouest)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-mercier-hochelaga-maisonneuve/11749078","https://mspublic.centris.ca/media.ashx?id=ADDD250DEAE4A52DDDDDDDDDD1&t=pi&w=320&h=240&sm=c","19","11749078","199 900 $","Condo à vendre","1871, Avenue Bourbonnière","Montréal (Mercier/Hochelaga-Maisonneuve)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/15789310","https://mspublic.centris.ca/media.ashx?id=ADDD250DEBB3CBFDDDDDDDDDDE&t=pi&w=320&h=240&sm=c","15","15789310","498 000 $","Condo à vendre","1500, boulevard René-Lévesque Ouest, app. 1005","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-sud-ouest/18088739","https://mspublic.centris.ca/media.ashx?id=ADDD250DEF1E38DDDDDDDDDDDD&t=pi&w=320&h=240&sm=c","55","18088739","359 900 $","Condo à vendre","950, Rue Notre-Dame Ouest, app. 141","Montréal (Le Sud-Ouest)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/9490496","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB42B47DDDDDDDDDDD&t=pi&w=320&h=240&sm=c","21","9490496","549 000 $","Condo à vendre","1030, Rue De Bleury, app. 3509","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/23249331","https://mspublic.centris.ca/media.ashx?id=ADDD250DECEC2D7DDDDDDDDDD2&t=pi&w=320&h=240&sm=c","28","23249331","590 000 $","Condo à vendre","1310, boulevard René-Lévesque Ouest, app. 2907","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-lasalle/19979332","https://mspublic.centris.ca/media.ashx?id=ADDD250DEFC6AF4DDDDDDDDDDD&t=pi&w=320&h=240&sm=c","24","19979332","370 000 $","Condo à vendre","7020, Rue Allard, app. 539","Montréal (LaSalle)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-sud-ouest/10246346","https://mspublic.centris.ca/media.ashx?id=ADDD250DEBAACBFDDDDDDDDDDF&t=pi&w=320&h=240&sm=c","28","10246346","230 000 $","Condo à vendre","6855, Rue Lacroix, app. 1","Montréal (Le Sud-Ouest)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-cote-des-neiges-notre-dame-de-grace/11430106","https://mspublic.centris.ca/media.ashx?id=ADDD250DEBDFDE1DDDDDDDDDD1&t=pi&w=320&h=240&sm=c","6","11430106","242 000 $","Condo à vendre","5775, boulevard Décarie, app. 204","Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce)","1","1"
"https://www.centris.ca/fr/loft-studio~a-vendre~montreal-le-sud-ouest/22323905","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB9B2A4DDDDDDDDDD2&t=pi&w=320&h=240&sm=c","20","22323905","319 000 $","Loft / Studio à vendre","855, Rue Irène, app. 165","Montréal (Le Sud-Ouest)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-verdun-ile-des-soeurs/27849523","https://mspublic.centris.ca/media.ashx?id=ADDD250DEA46215DDDDDDDDDD2&t=pi&w=320&h=240&sm=c","35","27849523","465 000 $","Condo à vendre","201, Rue Jacques-Le Ber, app. 421","Montréal (Verdun/Île-des-Soeurs)","1","1"
"https://www.centris.ca/fr/duplex~a-vendre~montreal-le-sud-ouest/12408833","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB71FDFDDDDDDDDDDC&t=pi&w=320&h=240&sm=c","27","12408833","649 000 $","Duplex à vendre","715 - 717, Rue de Liverpool","Montréal (Le Sud-Ouest)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/18785977","https://mspublic.centris.ca/media.ashx?id=ADDD250DEA07CCFDDDDDDDDDD0&t=pi&w=320&h=240&sm=c","37","18785977","419 000 $","Condo à vendre","360, Rue Atateken, app. 404","Montréal (Ville-Marie)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-anjou/20075492","https://mspublic.centris.ca/media.ashx?id=ADDD250DEA33EE4DDDDDDDDDDA&t=pi&w=320&h=240&sm=c","29","20075492","425 000 $","Condo à vendre","7265, Avenue de Beaufort, app. 1006","Montréal (Anjou)","1","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-sud-ouest/12449425","https://mspublic.centris.ca/media.ashx?id=ADDD250DE0BF8B7DDDDDDDDDDA&t=pi&w=320&h=240&sm=c","28","12449425","559 000 $","Condo à vendre","1616, Rue des Bassins, app. 617","Montréal (Le Sud-Ouest)","1","1"
